data;
param xtp: 1 2 3 :=
1	0	0	0
2	0.045335	0.18487	1.1566
3	-0.54348	-0.15942	-0.99781
4	0.41739	0.46298	-0.92481
5	-0.56181	-0.29444	0.94015
6	0.14047	0.1709	-1.1395
7	-0.094684	-0.49708	-0.99825
8	-0.099885	1.1685	0.049514
9	-0.12008	-0.89243	-0.67318
10	0.83435	-0.34446	0.77812
11	-0.055182	0.97196	-0.56759
12	-1.1581	0.20729	0.0085091
13	0.4561	-0.98764	0.26154
14	0.99477	-0.133	0.51655
15	-0.78261	-0.7382	0.26963
16	-0.07685	0.12442	-1.1483
17	-0.31611	-0.40506	1.0493
18	-0.1285	0.21449	-1.1273
19	0.64678	-0.91941	0.20452
20	1.1094	0.24064	0.25946
21	0.36427	0.3754	1.0407
22	-0.092759	-0.43516	0.6742
23	0.29048	-0.22711	-0.96486
24	-0.33548	-0.39917	0.62781
25	0.2805	-0.24511	0.37478
26	0.12995	0.42766	0.52801
27	-0.33858	0.43329	-0.95221
28	0.22399	-0.31736	-0.97048
29	0.0415	0.41881	0.7234
30	0.32984	0.1217	-0.97048
31	-0.26899	0.45859	-0.95923
32	0.33855	-0.16554	0.53363
33	0.069333	-0.4204	-0.96907
34	-0.1186	0.45831	0.70794
35	0.28205	0.26362	-0.95361
36	-0.43402	0.36708	-0.96345
37	0.28682	-0.22796	-0.754
38	0.30608	0.15125	0.71918
39	-0.24271	-0.18466	-1
40	-0.34251	0.42879	0.4774
41	0.17156	-0.35813	-0.11722
42	0.12376	-0.35672	0.70091
43	-0.36795	0.30762	0.7248
44	-0.14256	0.48277	-0.14814
45	-0.33056	0.43258	0.24967
46	-0.51654	0.004813	-0.99016
47	-0.42812	-0.33367	0.15971
48	-0.047846	-0.4062	-0.98173
49	0.047995	-0.43207	0.059904
50	-0.23048	-0.44345	-0.33791
51	-0.070296	0.48291	-0.4841
52	-0.49264	-0.2385	-0.97751
53	-0.054973	0.48207	-0.9508
54	-0.40788	0.020191	0.7234
55	-0.56236	-0.077969	-0.97048
56	-0.5067	-0.18382	0.72059
57	0.27881	0.26137	-0.73573
58	-0.18479	-0.45118	0.30028
59	0.1135	-0.39749	-0.70902
60	-0.53074	-0.12155	0.71918
61	0.16467	-0.34477	-0.98032
62	-0.15517	-0.45878	-0.66122
63	-0.4045	0.38802	-0.21983
64	0.30257	0.23382	0.2806
65	0.22652	0.3422	-0.20437
66	-0.54339	0.19031	0.083801
;
param alp:=
1	-14.019
2	-0.29709
3	0.15316
4	-0.0443
5	4.3676
6	-0.13803
7	-0.016314
8	-0.95916
9	86.601
10	0.96361
11	0.99153
12	2.5462
13	22.881
14	-1.9067
15	-1.9418
16	0.31948
17	22.456
18	0.39307
19	1.4306
20	-2.7915
21	25.919
22	2.4935
23	0.39944
24	2.4963
25	73.52
26	1.6573
27	3.6407
28	1.4271
29	1.5452
30	0.033901
31	-0.54845
32	0.10743
33	5.7185
34	-0.040953
35	1.141
36	0.11964
37	2.1054
38	-0.62948
39	0.14989
40	-0.10706
41	3.2145
42	0.0052405
43	-0.86004
44	0.12884
45	3.5775
46	1.024
47	-0.044648
48	0.081754
49	1.2214
50	-0.31227
51	0.2844
52	0.033521
53	0.85936
54	-0.18739
55	0.035843
56	-0.025979
57	3.1635
58	0.57942
59	0.55741
60	-0.078542
61	13.189
62	-0.097189
63	-0.79347
64	0.39868
65	8.0557
66	0.31541
67	0.075596
68	-1.2171
69	14.787
70	-0.95237
71	2.1518
72	1.6287
73	0.79971
74	-0.089929
75	0.18614
76	-0.10498
77	0.84631
78	-0.33077
79	0.041861
80	-0.10837
81	7.2016
82	-0.36854
83	-0.33334
84	-1.302
85	-2.7454
86	0.23439
87	-0.049382
88	-0.46777
89	-5.2078
90	0.56303
91	-0.22123
92	0.4465
93	-5.1394
94	0.53268
95	-0.1128
96	-0.78841
97	-0.28218
98	-0.32368
99	0.35911
100	-0.16388
101	0.52586
102	0.036637
103	-0.072207
104	0.023101
105	-4.1779
106	-0.20989
107	0.32043
108	0.70199
109	-7.0775
110	0.8064
111	-0.38218
112	0.66457
113	-2.8764
114	-0.54048
115	-0.12084
116	-0.39652
117	-15.979
118	1.5118
119	-0.40785
120	1.2266
121	-5.0014
122	-0.58503
123	0.73138
124	0.41538
125	-1.5824
126	-0.43522
127	-0.12645
128	-0.14954
129	-17.245
130	3.3241
131	-0.021523
132	1.3392
133	-2.2216
134	-0.081348
135	0.43184
136	-0.26045
137	-21.201
138	0.40818
139	-1.323
140	2.0429
141	-3.5341
142	-0.21791
143	0.55345
144	-0.033804
145	-1.8309
146	-0.0014595
147	-0.069194
148	0.012322
149	-5.9978
150	-0.069763
151	-0.3571
152	-1.1468
153	-12.684
154	-0.2782
155	-0.48633
156	0.2464
157	0.46997
158	-0.19447
159	0.10344
160	0.095474
161	2.4333
162	-0.37588
163	0.74752
164	0.12269
165	-1.6666
166	0.080413
167	-0.10084
